ligand,theta_mean,G_mean,I,bfip
0.0,0.0,-4883.938245612897,0.693147180559956,False
2.0408163265306123,0.00016609202849010715,-4883.938245612897,0.4881730363107133,False
4.081632653061225,0.0011549414775437006,-4883.938245612897,0.4889402492481434,False
6.122448979591837,0.0035806850929032672,-4883.938245612897,0.49080544949524274,False
8.16326530612245,0.007958324374248215,-4883.938245612897,0.4941122374675615,False
10.204081632653061,0.014709335681461792,-4883.938245612897,0.49906787617146975,False
12.244897959183675,0.024149851466508034,-4883.938245612897,0.5057209333654926,False
14.285714285714286,0.03647901768216835,-4883.938245612897,0.5139592811211724,False
16.3265306122449,0.051774040754168624,-4883.938245612897,0.5235351166287092,False
18.367346938775512,0.0699941893147734,-4883.938245612897,0.5341111908564047,False
20.408163265306122,0.09099304316370896,-4883.938245612897,0.5453146789581824,False
22.448979591836736,0.11453657698494635,-4883.938245612897,0.5567848643546167,True
24.48979591836735,0.14032422682726914,-4883.938245612897,0.5682062457680956,True
26.53061224489796,0.16801047667731758,-4883.938245612897,0.5793254026356989,True
28.571428571428573,0.1972251921971465,-4883.938245612897,0.5899545857466535,True
30.612244897959183,0.22759158523785938,-4883.938245612897,0.5999666914039086,True
32.6530612244898,0.2587412040985895,-4883.938245612897,0.6092859009213853,True
34.69387755102041,0.2903257171737446,-4883.938245612897,0.6178770415464232,True
36.734693877551024,0.32202552652584393,-4883.938245612897,0.625735470911124,True
38.775510204081634,0.35355543926888605,-4883.938245612897,0.6328783431119138,True
40.816326530612244,0.38466775251965585,-4883.938245612897,0.6393375201357365,True
42.85714285714286,0.4151531804089703,-4883.938245612897,0.6451540696401841,True
44.89795918367347,0.4448400771105138,-4883.938245612897,0.6503741441003204,True
46.93877551020408,0.4735923974033072,-4883.938245612897,0.6550459920950793,True
48.9795918367347,0.5013067964811941,-4883.938245612897,0.659217860466379,True
51.02040816326531,0.527909214085977,-4883.938245612897,0.6629365768054889,True
53.06122448979592,0.5533512238870903,-4883.938245612897,0.6662466391450703,True
55.10204081632653,0.5776063647036674,-4883.938245612897,0.6691896758967948,True
57.142857142857146,0.6006666107735478,-4883.938245612897,0.6718041705833437,True
59.183673469387756,0.6225390868304309,-4883.938245612897,0.6741253718076088,True
61.224489795918366,0.6432430915475329,-4883.938245612897,0.6761853293989581,True
63.26530612244898,0.662807459982216,-4883.938245612897,0.6780130134904452,True
65.3061224489796,0.6812682712451631,-4883.938245612897,0.6796344852589815,True
67.34693877551021,0.6986668905230593,-4883.938245612897,0.6810730970109651,True
69.38775510204081,0.7150483234546254,-4883.938245612897,0.6823497059150938,True
71.42857142857143,0.7304598543751607,-4883.938245612897,0.6834828905401764,True
73.46938775510205,0.7449499369193123,-4883.938245612897,0.6844891628930778,True
75.51020408163265,0.7585673049054023,-4883.938245612897,0.6853831712125498,True
77.55102040816327,0.7713602725130283,-4883.938245612897,0.6861778906141565,True
79.59183673469389,0.7833761948880179,-4883.938245612897,0.6868847999920726,True
81.63265306122449,0.7946610630043756,-4883.938245612897,0.6875140445052255,True
83.6734693877551,0.8052592095523662,-4883.938245612897,0.6880745836132744,True
85.71428571428572,0.8152131055805681,-4883.938245612897,0.6885743250578376,True
87.75510204081633,0.8245632304521532,-4883.938245612897,0.6890202454634649,True
89.79591836734694,0.83334800029507,-4883.938245612897,0.689418498402171,True
91.83673469387756,0.8416037424874858,-4883.938245612897,0.6897745108559086,True
93.87755102040816,0.8493647058077144,-4883.938245612897,0.6900930690461857,True
95.91836734693878,0.8566630976949813,-4883.938245612897,0.6903783945957658,True
97.9591836734694,0.8635291416285719,-4883.938245612897,0.6906342119566746,True
100.0,0.8699911489596578,-4883.938245612897,0.6908638079910947,True
