,000,001,010,011,100,101,110,111
000,1134,0,38,0,0,68,0,2
001,0,0,0,0,0,0,0,0
010,38,0,114,0,0,2,0,26
011,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,68,0,2,0,0,112,0,4
110,0,0,0,0,0,0,0,0
111,2,0,26,0,0,4,0,20
