LogicPattern,dH_H,dS_H,H_on,theta_H,MI_H,dG_H,dH_Ca,dS_Ca,Ca_on,theta_Ca,MI_Ca,dG_Ca
00,-60.0,-60.0,False,0.0002931673801284924,0.6931471805599453,-54.722987157687136,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-56.666666666666664,False,0.0004376360851070801,0.6931471805599453,-52.56018655317964,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-53.333333333333336,False,0.0006532024434314687,0.6931471805599453,-49.5487609050965,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-50.0,False,0.0009747389758027333,0.6931471805599453,-45.378915362959,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-46.666666666666664,False,0.0014540960204039563,0.6931471805599453,-39.64265571434461,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-43.33333333333333,False,0.002168168766259912,0.6931471805599453,-31.813806038621145,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-40.0,False,0.003230627983497171,0.6931471805599453,-21.232464198033945,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-36.666666666666664,False,0.004808691429193596,0.6931471805599453,-7.104394278870444,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-33.33333333333333,False,0.007146500734567475,0.6931471805599453,11.465007345674735,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-60.0,-30.0,False,0.010596549805933228,0.6931471805599453,35.368948253399054,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-60.0,False,0.0002927760728452593,0.6931471805599453,-51.396697355452,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-56.666666666666664,False,0.0004370521115641174,0.6931471805599453,-49.23678077007667,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-53.333333333333336,False,0.000652331197151965,0.6931471805599453,-46.22936751223522,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-50.0,False,0.0009734396969270562,0.6931471805599453,-42.06507121276082,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-46.666666666666664,False,0.0014521596487006355,0.6931471805599453,-36.33643158485776,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-43.33333333333333,False,0.0021652856248662858,0.6931471805599453,-28.517953543404953,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-40.0,False,0.003226341165343114,0.6931471805599453,-17.9505726825493,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-36.666666666666664,False,0.004802334579903254,0.6931471805599453,-3.840986287730871,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-33.33333333333333,False,0.007137092513455435,0.6931471805599453,14.704258467887676,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-56.666666666666664,-30.0,False,0.010582697217493489,0.6931471805599453,38.57760829077474,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-60.0,False,0.00029238528756061203,0.6931471805599453,-48.07039815724232,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-56.666666666666664,False,0.0004364689165601336,0.6931471805599453,-45.91336175181107,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-53.333333333333336,False,0.0006514611114146993,0.6931471805599453,-42.90995555069814,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-50.0,False,0.000972142146535569,0.6931471805599453,-38.7512011352998,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-46.666666666666664,False,0.001450225848118515,0.6931471805599453,-33.03017145967412,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-43.33333333333333,False,0.002162406300684723,0.6931471805599453,-25.22205142443194,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-40.0,False,0.003222059998573676,0.6931471805599453,-14.66861335044922,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-36.666666666666664,False,0.004795978747531737,0.6931471805599453,-0.5775671104842246,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-33.33333333333333,False,0.007127696497214146,0.6931471805599453,17.943631638808107,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-53.333333333333336,-30.0,False,0.01056886234715711,0.6931471805599453,41.78642779108066,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-60.0,False,0.00029199502357896704,0.6931471805599453,-44.74408957557859,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-56.666666666666664,False,0.0004358864990589965,0.6931471805599453,-42.589929515997056,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-53.333333333333336,False,0.0006505921846776119,0.6931471805599453,-39.59052504515821,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-50.0,False,0.0009708463223378693,0.6931471805599453,-35.437305164931956,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-46.666666666666664,False,0.0014482954495463787,0.6931471805599453,-29.7238637063507,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-43.33333333333333,False,0.0021595307102344574,0.6931471805599453,-21.926100766952057,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-40.0,False,0.0032177844758363963,0.6931471805599453,-11.386586289963248,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-36.666666666666664,False,0.004789634893522874,0.6931471805599453,2.68598382875161,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-33.33333333333333,False,0.007118312670132147,0.6931471805599453,21.183126701321456,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-50.0,-30.0,False,0.010555045173283364,0.6931471805599453,44.995406559550275,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-60.0,False,0.0002916052802057225,0.6931471805599453,-41.417771622963656,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-56.666666666666664,False,0.0004353048580259485,0.6931471805599453,-39.26648408022554,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-53.333333333333336,False,0.0006497244154008671,0.6931471805599453,-36.27107602025279,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-50.0,False,0.0009695522220464785,0.6931471805599453,-32.123383335969486,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-46.666666666666664,False,0.0014463667750443995,0.6931471805599453,-26.41753181604507,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-43.33333333333333,False,0.0021566590839259296,0.6931471805599453,-18.630098575629585,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-40.0,False,0.0032135145897880194,0.6931471805599453,-8.104491589210433,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-36.666666666666664,False,0.004783299349579231,0.6931471805599453,5.949626178704882,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-33.33333333333333,False,0.007108941016392118,0.6931471805599453,24.42274349725451,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-46.666666666666664,-30.0,False,0.010541245674255255,0.6931471805599453,48.204544401630635,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-60.0,False,0.00029121605674719544,0.6931471805599453,-38.09144431188381,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-56.666666666666664,False,0.0004347239924276255,0.6931471805599453,-35.943025462063694,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-53.333333333333336,False,0.0006488578020464106,0.6931471805599453,-32.95160850059076,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-50.0,False,0.0009682598433769573,0.6931471805599453,-28.809435682678966,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-46.666666666666664,False,0.0014444406614929862,0.6931471805599453,-23.11116407243152,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-43.33333333333333,False,0.0021537911082111657,0.6931471805599453,-15.334048926588178,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-40.0,False,0.003209250333094671,0.6931471805599453,-4.822329336197278,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-36.666666666666664,False,0.0047769721057205165,0.6931471805599453,9.213359829592356,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-33.33333333333333,False,0.007099581520003762,0.6931471805599453,27.662481866704283,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-43.33333333333333,-30.0,False,0.010527463828479553,0.6931471805599453,51.413841122982646,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-60.0,False,0.00029082735251058015,0.6931471805599453,-34.765107654809555,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-56.666666666666664,False,0.0004341439012320001,0.6931471805599453,-32.619553679056,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-53.333333333333336,False,0.0006479908929955299,0.6931471805599453,-29.63214571207152,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-50.0,False,0.000966969184047728,0.6931471805599453,-25.49546223928408,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-46.666666666666664,False,0.001442517105511544,0.6931471805599453,-19.804760522838382,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-43.33333333333333,False,0.0021509270759841924,0.6931471805599453,-12.0379480122055,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-40.0,False,0.0032049916984317433,0.6931471805599453,-1.5400996188190774,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-36.666666666666664,False,0.004770653151288312,0.6931471805599453,12.477184664171432,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-33.33333333333333,False,0.007090234164680901,0.6931471805599453,30.902341646808992,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-40.0,-30.0,False,0.010513699614386718,0.6931471805599453,54.62329652948047,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-60.0,False,0.00029043916680405514,0.6931471805599453,-31.43876166419367,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-56.666666666666664,False,0.00043356458340843327,0.6931471805599453,-29.2960687487233,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-53.333333333333336,False,0.000647128036962461,0.6931471805599453,-26.312618075267288,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-50.0,False,0.0009656802417804387,0.6931471805599453,-22.181463039960086,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-46.666666666666664,False,0.0014405961037238383,0.6931471805599453,-16.49832121453293,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-43.33333333333333,False,0.002148066762848089,0.6931471805599453,-8.74179874964151,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-40.0,False,0.0032007386784838783,0.6931471805599453,1.742197475139875,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-36.666666666666664,False,0.004764342474596643,0.6931471805599453,15.741100553896409,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-33.33333333333333,False,0.007080898933596615,0.6931471805599453,34.14232266929948,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-36.666666666666664,-30.0,False,0.010499953010430914,0.6931471805599453,57.832910427211566,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-60.0,False,0.000290051498936686,0.6931471805599453,-28.11240635247298,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-56.666666666666664,False,0.00043298603792765776,0.6931471805599453,-25.972570688563145,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-53.333333333333336,False,0.0006462648821672879,0.6931471805599453,-22.99309521865672,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-50.0,False,0.0009643930142996099,0.6931471805599453,-18.867438118839182,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-46.666666666666664,False,0.0014386776527581984,0.6931471805599453,-13.19184619471855,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-43.33333333333333,False,0.0021452101720458097,0.6931471805599453,-5.445601096737807,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-40.0,False,0.003196491265945012,0.6931471805599453,5.02456185800682,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-36.666666666666664,False,0.004758043710613331,0.6931471805599453,19.005147483413317,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-33.33333333333333,-33.33333333333333,False,0.007071575808840246,0.6931471805599453,37.38242475506911,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
