LogicPattern,dH_H,dS_H,H_on,theta_H,MI_H,dG_H,dH_Ca,dS_Ca,Ca_on,theta_Ca,MI_Ca,dG_Ca
00,-33.33333333333333,-30.0,False,0.010486223995090046,0.6931471805599453,61.04268262247709,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-60.0,False,0.0002896643482184396,0.6931471805599453,-24.786041732068085,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-56.666666666666664,False,0.00043240826376175805,0.6931471805599453,-22.649059516050112,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-53.333333333333336,False,0.0006454028771627484,0.6931471805599453,-19.673553965396025,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-50.0,False,0.0009631076520389607,0.6931471805599453,-15.553385219415588,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-46.666666666666664,False,0.001436761749247152,0.6931471805599453,-9.885335510539875,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-43.33333333333333,False,0.002142357493358644,0.6931471805599453,-2.1493525863376313,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-40.0,False,0.003192249453518303,0.6931471805599453,8.306993442219635,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-36.666666666666664,False,0.004751745915038327,0.6931471805599453,22.269205065421602,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-33.33333333333333,False,0.0070622668137558945,0.6931471805599453,40.62266813755893,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
00,-30.0,-30.0,False,0.010472512546865587,0.6931471805599453,64.25261292179029,-46.0,-0.11,False,0.21975738825309551,0.6931471805599453,-38.748006187647846
