,000,001,010,011,100,101,110,111
000,188,0,0,0,62,0,0,0
001,0,0,0,0,0,0,0,0
010,0,0,0,0,0,0,0,0
011,0,0,0,0,0,0,0,0
100,62,0,0,0,1064,0,46,0
101,0,0,0,0,0,0,0,0
110,0,0,0,0,46,0,160,0
111,0,0,0,0,0,0,0,0
