,000,001,010,011,100,101,110,111
000,188,0,0,0,60,2,0,0
001,0,0,0,0,0,0,0,0
010,0,0,0,0,0,0,0,0
011,0,0,0,0,0,0,0,0
100,60,0,0,0,886,66,38,2
101,2,0,0,0,66,112,2,4
110,0,0,0,0,38,2,114,26
111,0,0,0,0,2,4,26,20
