time,θ_1,θ_2
0.0,0.5,0.5
0.40080160320641284,0.9999952619856376,0.9999810482119487
0.8016032064128257,0.999995490606439,0.9999819626697821
1.2024048096192386,0.9999958153191749,0.9999832614868462
1.6032064128256514,0.999995853561559,0.9999834144525587
2.0040080160320644,0.9999962233244227,0.999984893468855
2.404809619238477,0.9999964468067165,0.9999857873783715
2.80561122244489,0.9999963053072423,0.9999852213927815
3.2064128256513027,0.9999961635187102,0.9999846542514668
3.6072144288577155,0.9999965034037154,0.999986013761577
4.008016032064129,0.9999962120719129,0.9999848484598332
4.408817635270541,0.9999962065583966,0.9999848264062684
4.809619238476954,0.999996153624115,0.9999846146739939
5.210420841683367,0.99999655428759,0.9999862172928335
5.61122244488978,0.9999961206885766,0.9999844829348914
6.012024048096192,0.9999961173451289,0.9999844695614106
6.412825651302605,0.9999966015924081,0.9999864065082187
6.813627254509019,0.9999959754260163,0.9999839018984233
7.214428857715431,0.999996265607152,0.9999850625959495
7.615230460921844,0.9999963408974665,0.9999853637505265
8.016032064128257,0.9999964874596291,0.9999859499865643
8.41683366733467,0.9999957543885759,0.9999830177705926
8.817635270541082,0.9999956742830864,0.9999826973568727
9.218436873747494,0.9999955367492795,0.9999821472361492
9.619238476953909,0.9999952594198624,0.9999810379491064
10.02004008016032,0.999993921014363,0.999975684500859
10.420841683366733,0.9999944778992272,0.9999779119627994
10.821643286573147,0.9999937122982197,0.9999748496672562
11.22244488977956,0.9999949895245299,0.9999799583993553
11.623246492985972,0.9999923724157093,0.9999694903609266
12.024048096192384,0.9999935666281119,0.9999742670090651
12.424849699398798,0.9999933578434991,0.9999734319033748
12.82565130260521,0.9999923047962567,0.9999692198955586
13.226452905811623,0.9999917453383325,0.9999669821709395
13.627254509018037,0.9999919483773493,0.9999677942872874
14.02805611222445,0.9999912556763555,0.9999650236229259
14.428857715430862,0.9999895086197594,0.9999580357997927
14.829659318637274,0.9999898368962638,0.9999593488244719
15.230460921843688,0.9999915687025399,0.999966275663186
15.6312625250501,0.9999924964110706,0.999969986319927
16.032064128256515,0.9999912460726457,0.9999649852101684
16.432865731462925,0.9999900457140921,0.9999601840454653
16.83366733466934,0.9999930309487352,0.9999721243777715
17.234468937875754,0.9999938286024751,0.9999753148669505
17.635270541082164,0.9999918043719608,0.9999672182939103
18.03607214428858,0.9999926502455035,0.99997060163028
18.43687374749499,0.9999938447511695,0.9999753794593493
18.837675350701403,0.9999950232995208,0.999980093495308
19.238476953907817,0.9999940265772153,0.999976106737068
19.639278557114228,0.9999951297628813,0.999980519336171
20.04008016032064,0.9999941856346866,0.9999767429444567
20.440881763527056,0.9999951800667725,0.9999807205458852
20.841683366733466,0.9999955170895707,0.9999820685994515
21.24248496993988,0.9999957451875199,0.9999829809673295
21.643286573146295,0.9999954308820029,0.9999817237785438
22.044088176352705,0.9999954838663392,0.9999819357101112
22.44488977955912,0.9999950226444025,0.9999800908749092
22.845691382765533,0.9999962577837365,0.999985031303008
23.246492985971944,0.9999959154891556,0.9999836621568247
23.647294589178358,0.9999965740730046,0.9999862964328631
24.04809619238477,0.9999962236153409,0.9999848946324976
24.448897795591183,0.9999962624107761,0.9999850498107389
24.849699398797597,0.9999963882633739,0.9999855532100297
25.250501002004007,0.999996422478594,0.9999856900679579
25.65130260521042,0.9999964338222048,0.9999857354414275
26.052104208416836,0.9999963347959009,0.9999853393448039
26.452905811623246,0.999996114802702,0.9999844593919388
26.85370741482966,0.9999963756435846,0.9999855027319672
27.254509018036075,0.9999963098275744,0.999985239473699
27.655310621242485,0.9999960614176104,0.9999842458565816
28.0561122244489,0.9999958022829752,0.9999832093433384
28.45691382765531,0.9999958687885221,0.9999834753588789
28.857715430861724,0.9999961995640292,0.9999847984294263
